Customer_ID,Age,Gender,City,Subscription_Type,Monthly_Spending,Tenure,Number_of_Purchases,Customer_Support_Requests,Login_Frequency,Last_Activity_Date,Satisfaction_Score,Payment_Delay,Contract_Length,Total_Spending,Days_Since_Last_Activity,Churn_Status
CUST0030,28.0,Male,Multan,Standard,1643.0,48,73,10,Low,2026-06-09,5.0,2,Monthly,78864,20,No
CUST0031,53.0,Female,Faisalabad,Basic,845.0,19,67,2,Low,2026-05-08,4.0,6,Monthly,16055,52,No
CUST0032,58.0,Male,Karachi,Premium,4959.0,33,39,1,Medium,2026-05-03,1.0,10,Monthly,163647,57,Yes
CUST0033,42.0,Male,Islamabad,Premium,5198.0,50,31,9,Medium,2026-06-13,3.0,6,Yearly,259900,16,No
CUST0034,43.0,Male,Faisalabad,Premium,4016.0,48,60,0,High,2026-05-12,2.0,0,Quarterly,192768,48,No
CUST0035,29.0,Male,Rawalpindi,Premium,4183.0,5,9,8,Medium,2026-05-12,3.0,18,Quarterly,20915,48,Yes
CUST0036,33.0,Female,Quetta,Premium,3403.0,3,24,5,Medium,2026-04-15,1.0,23,Monthly,10209,75,Yes
CUST0037,25.0,Male,Rawalpindi,Basic,921.0,36,25,1,Medium,2026-05-06,2.0,1,Monthly,33156,54,Yes
CUST0038,52.0,Male,Rawalpindi,Basic,1456.0,16,41,3,Low,2026-05-27,1.0,3,Yearly,23296,33,No
CUST0039,31.0,Male,Rawalpindi,Basic,1315.0,21,20,7,Low,2026-05-27,3.0,16,Quarterly,27615,33,Yes
CUST0040,65.0,Male,Rawalpindi,Standard,2454.0,12,22,5,High,2026-05-06,5.0,18,Quarterly,29448,54,No
CUST0041,25.0,Male,Islamabad,Premium,5074.0,27,21,0,High,2026-04-26,4.0,14,Yearly,136998,64,No
CUST0042,50.0,Female,Rawalpindi,Standard,2519.0,5,61,2,Medium,2026-04-26,4.0,2,Monthly,12595,64,Yes
CUST0043,34.0,Male,Karachi,Premium,4243.0,44,30,4,Medium,2026-05-23,3.0,27,Quarterly,186692,37,No
CUST0044,41.0,Female,Peshawar,Standard,1996.0,29,46,4,High,2026-04-27,3.0,27,Monthly,57884,63,No
CUST0045,38.0,Male,Lahore,Standard,2684.0,32,67,1,High,2026-05-06,,9,Quarterly,85888,54,No
CUST0046,20.0,Male,Rawalpindi,Basic,1185.0,40,24,1,Low,2026-06-02,2.0,30,Yearly,47400,27,Yes
CUST0047,59.0,Female,Islamabad,Standard,2284.0,2,33,8,Low,2026-05-12,3.0,21,Quarterly,4568,48,Yes
CUST0048,56.0,Female,Rawalpindi,Basic,1181.0,29,26,2,Medium,2026-06-05,2.0,24,Yearly,34249,24,No
CUST0049,30.0,Male,Lahore,Premium,4529.0,60,7,8,High,2026-06-09,4.0,12,Monthly,271740,20,No
CUST0050,18.0,Male,Rawalpindi,Basic,1011.0,8,16,2,Medium,2026-04-24,4.0,1,Quarterly,8088,66,No
CUST0051,49.0,Female,Rawalpindi,Standard,2353.0,23,51,8,Low,2026-04-28,2.0,30,Monthly,54119,62,Yes
CUST0052,39.0,Female,Lahore,Standard,2069.0,58,49,3,Medium,2026-06-14,2.0,5,Quarterly,120002,15,No
CUST0053,60.0,Female,Peshawar,Premium,5660.0,60,8,4,High,2026-06-24,4.0,11,Yearly,339600,5,No
CUST0054,56.0,Female,Islamabad,Basic,1273.0,4,47,2,Medium,2026-06-16,4.0,15,Monthly,5092,13,No
CUST0055,59.0,Male,Lahore,Premium,4682.0,30,17,7,Medium,2026-05-02,3.0,27,Monthly,140460,58,Yes
CUST0056,43.0,Male,Quetta,Premium,3116.0,37,62,6,High,2026-06-28,1.0,11,Monthly,115292,1,Yes
CUST0057,18.0,Male,Karachi,Basic,1301.0,47,48,8,Low,2026-06-28,5.0,20,Yearly,61147,1,No
CUST0058,33.0,Male,Rawalpindi,Standard,2203.0,39,63,4,Low,2026-04-23,5.0,22,Yearly,85917,67,No
CUST0059,29.0,Male,Lahore,Premium,4679.0,26,51,4,Low,2026-04-12,1.0,28,Quarterly,121654,78,Yes
CUST0060,45.0,Female,Faisalabad,Basic,546.0,5,62,3,High,2026-06-13,5.0,11,Yearly,2730,16,No
CUST0061,43.0,Female,Rawalpindi,Standard,1931.0,26,39,3,Medium,2026-06-06,1.0,29,Monthly,50206,23,Yes
CUST0062,27.0,Female,Quetta,Standard,2623.0,54,34,3,Low,2026-06-10,2.0,25,Monthly,141642,19,Yes
CUST0063,49.0,Female,Karachi,Basic,824.0,1,4,7,High,2026-05-28,2.0,16,Monthly,824,32,Yes
CUST0064,44.0,Female,Islamabad,Standard,2189.0,20,35,0,Low,2026-05-09,1.0,28,Monthly,43780,51,Yes
CUST0065,60.0,Female,Faisalabad,Basic,767.0,37,67,0,Medium,2026-04-16,1.0,7,Yearly,28379,74,No
CUST0066,60.0,Female,Lahore,Premium,3284.0,44,13,1,High,2026-05-25,5.0,18,Quarterly,144496,35,No
CUST0067,40.0,Male,Islamabad,Standard,1589.0,17,8,9,Low,2026-05-26,2.0,25,Monthly,27013,34,Yes
CUST0068,58.0,Male,Faisalabad,Standard,2719.0,7,58,4,High,2026-04-15,2.0,12,Monthly,19033,75,Yes
CUST0069,46.0,Female,Rawalpindi,Premium,3728.0,56,21,8,High,2026-04-17,4.0,9,Quarterly,208768,73,No
CUST0070,41.0,Female,Faisalabad,Basic,1188.0,35,36,1,Low,2026-06-05,1.0,6,Yearly,41580,24,No
CUST0071,40.0,Female,Faisalabad,Basic,536.0,32,12,0,Low,2026-04-01,5.0,22,Quarterly,17152,89,Yes
CUST0072,52.0,Male,Faisalabad,Basic,1297.0,41,17,0,High,2026-04-01,4.0,15,Quarterly,53177,89,No
CUST0073,39.0,Female,Lahore,Basic,1198.0,13,19,0,Low,2026-04-29,4.0,11,Yearly,15574,61,No
CUST0074,58.0,Male,Lahore,Standard,1575.0,19,9,6,High,2026-05-08,4.0,13,Yearly,29925,52,No
CUST0075,36.0,Male,Peshawar,Basic,,58,16,4,Low,2026-06-17,5.0,2,Quarterly,50228,12,No
CUST0076,42.0,Female,Lahore,Standard,2390.0,52,53,6,Low,2026-05-07,1.0,6,Yearly,124280,53,Yes
CUST0077,59.0,Male,Karachi,Standard,2434.0,58,14,9,High,2026-04-03,5.0,2,Quarterly,141172,87,No
CUST0078,46.0,Male,Rawalpindi,Basic,1342.0,43,18,8,Low,2026-06-12,2.0,25,Quarterly,57706,17,Yes
CUST0079,55.0,Male,Islamabad,Premium,4197.0,7,13,7,Medium,2026-05-10,2.0,8,Quarterly,29379,50,Yes
CUST0080,44.0,Male,Faisalabad,Basic,693.0,58,5,4,High,2026-04-25,3.0,7,Monthly,40194,65,No
CUST0081,39.0,Female,Lahore,Standard,2010.0,52,71,8,Low,2026-05-24,5.0,3,Monthly,104520,36,No
CUST0082,23.0,Female,Multan,Standard,2938.0,60,19,5,Low,2026-03-31,3.0,9,Monthly,176280,90,No
CUST0083,36.0,Male,Rawalpindi,Standard,2649.0,39,67,1,Medium,2026-05-02,4.0,29,Quarterly,103311,58,No
CUST0084,37.0,Male,Faisalabad,Standard,1955.0,28,61,8,High,2026-04-13,1.0,2,Yearly,54740,77,Yes
CUST0085,45.0,Female,Multan,Basic,690.0,57,25,7,Low,2026-06-23,1.0,5,Quarterly,39330,6,Yes
CUST0086,61.0,Male,Faisalabad,Basic,1171.0,45,45,4,Low,2026-05-24,5.0,10,Yearly,52695,36,No
CUST0087,52.0,Female,Multan,Premium,4555.0,19,57,1,Medium,2026-06-15,1.0,16,Quarterly,86545,14,Yes
CUST0088,32.0,Male,Peshawar,Premium,4396.0,31,54,5,Low,2026-04-03,3.0,15,Quarterly,136276,87,No
CUST0089,28.0,Male,Peshawar,Basic,829.0,12,16,7,High,2026-06-01,4.0,23,Yearly,9948,28,No
CUST0090,25.0,Male,Multan,Standard,2871.0,58,36,9,Low,2026-05-10,2.0,27,Yearly,166518,50,Yes
CUST0091,45.0,Female,Multan,Premium,3868.0,28,41,3,Low,2026-04-27,3.0,21,Yearly,108304,63,No
CUST0092,34.0,Female,Faisalabad,Premium,3928.0,9,77,2,Medium,2026-04-08,5.0,5,Quarterly,35352,82,No
CUST0093,22.0,Female,Faisalabad,Premium,4944.0,47,66,9,Low,2026-06-24,2.0,26,Monthly,232368,5,Yes
CUST0094,50.0,Female,Peshawar,Premium,5193.0,54,49,10,High,2026-04-27,5.0,25,Monthly,280422,63,Yes
CUST0095,42.0,Female,Peshawar,Premium,5874.0,22,27,0,Low,2026-06-28,5.0,0,Quarterly,129228,1,No
CUST0096,38.0,Female,Rawalpindi,Standard,2322.0,48,6,0,High,2026-06-24,5.0,30,Yearly,111456,5,No
CUST0097,55.0,Female,Quetta,Standard,2960.0,3,23,4,Medium,2026-04-16,5.0,4,Yearly,8880,74,No
CUST0098,27.0,Male,Quetta,Premium,4168.0,19,78,8,Low,2026-05-15,1.0,18,Yearly,79192,45,Yes
CUST0099,30.0,Male,Faisalabad,Premium,4469.0,4,65,0,High,2026-04-18,2.0,27,Yearly,17876,72,Yes
CUST0100,56.0,Female,Karachi,Basic,749.0,26,34,5,High,2026-05-10,3.0,26,Quarterly,19474,50,No
CUST0101,29.0,Male,Rawalpindi,Basic,553.0,1,5,10,Low,2026-05-13,1.0,16,Monthly,553,47,Yes
CUST0102,40.0,Male,Quetta,Premium,4252.0,15,14,1,Low,2026-05-22,3.0,18,Quarterly,63780,38,No
CUST0103,51.0,Female,Rawalpindi,Premium,4329.0,38,30,10,High,2026-05-08,3.0,30,Quarterly,164502,52,Yes
CUST0104,55.0,Female,Peshawar,Basic,1483.0,33,79,6,Low,2026-04-09,2.0,18,Yearly,48939,81,Yes
CUST0105,22.0,Male,Karachi,Standard,2399.0,29,10,7,Low,2026-06-12,1.0,9,Monthly,69571,17,Yes
CUST0106,37.0,Female,Lahore,Premium,3068.0,24,34,5,Low,2026-04-13,5.0,1,Monthly,73632,77,No
CUST0107,60.0,Female,Islamabad,Standard,1610.0,43,23,6,High,2026-06-13,3.0,21,Yearly,69230,16,No
CUST0108,25.0,Female,Quetta,Premium,3359.0,4,4,7,High,2026-04-23,1.0,2,Yearly,13436,67,Yes
CUST0109,44.0,Female,Quetta,Basic,1171.0,29,50,9,High,2026-06-08,3.0,18,Quarterly,33959,21,No
CUST0110,22.0,Female,Faisalabad,Basic,1103.0,18,42,5,High,2026-06-28,5.0,5,Quarterly,19854,1,No
CUST0111,22.0,Female,Rawalpindi,Standard,2023.0,41,46,1,Medium,2026-03-31,1.0,13,Monthly,82943,90,Yes
CUST0112,62.0,Female,Rawalpindi,Standard,2596.0,27,26,8,Medium,2026-05-04,1.0,21,Quarterly,70092,56,Yes
CUST0113,47.0,Male,Islamabad,Basic,1330.0,43,48,0,Low,2026-06-28,2.0,3,Quarterly,57190,1,No
CUST0114,25.0,Male,Rawalpindi,Basic,1366.0,49,52,7,Medium,2026-04-03,2.0,27,Quarterly,66934,87,Yes
CUST0115,31.0,Female,Quetta,Standard,2909.0,24,26,10,Low,2026-06-26,3.0,6,Monthly,69816,3,No
CUST0116,64.0,Female,Peshawar,Premium,5797.0,23,18,9,High,2026-06-14,3.0,18,Monthly,133331,15,No
CUST0117,42.0,Female,Quetta,Basic,984.0,55,28,9,Medium,2026-04-04,1.0,16,Quarterly,54120,86,Yes
CUST0118,43.0,Female,Peshawar,Premium,3536.0,44,17,3,High,2026-06-19,1.0,3,Yearly,155584,10,No
CUST0119,20.0,Male,Quetta,Basic,608.0,41,18,3,Medium,2026-06-21,2.0,14,Quarterly,24928,8,No
CUST0120,57.0,Female,Lahore,Standard,2247.0,49,42,8,Medium,2026-05-08,5.0,5,Yearly,110103,52,No
CUST0121,43.0,Female,Islamabad,Standard,2966.0,34,56,10,Low,2026-05-27,5.0,5,Yearly,100844,33,No
CUST0122,39.0,Male,Peshawar,Premium,4733.0,21,70,6,High,2026-04-15,4.0,29,Yearly,99393,75,No
CUST0123,47.0,Male,Karachi,Premium,5870.0,31,9,6,Medium,2026-05-29,3.0,18,Monthly,181970,31,Yes
CUST0124,57.0,Female,Islamabad,Basic,1047.0,37,24,5,Medium,2026-04-15,2.0,19,Quarterly,38739,75,Yes
CUST0125,21.0,Female,Rawalpindi,Standard,2145.0,15,51,8,Medium,2026-04-15,2.0,14,Quarterly,32175,75,Yes
CUST0126,25.0,Female,Faisalabad,Standard,2958.0,26,45,4,Medium,2026-04-22,2.0,21,Monthly,76908,68,Yes
CUST0127,36.0,Female,Lahore,Premium,3224.0,20,20,0,High,2026-06-28,4.0,14,Monthly,64480,1,No
CUST0128,,Female,Rawalpindi,Premium,3319.0,14,38,4,Low,2026-04-13,3.0,30,Yearly,46466,77,No
CUST0129,60.0,Male,Lahore,Basic,1172.0,3,6,1,Low,2026-06-06,2.0,4,Monthly,3516,23,Yes
CUST0130,27.0,Male,Rawalpindi,Basic,1397.0,44,13,7,Medium,2026-04-25,2.0,19,Yearly,61468,65,Yes
CUST0131,54.0,Male,Rawalpindi,Standard,2284.0,9,9,10,High,2026-05-11,3.0,29,Quarterly,20556,49,Yes
CUST0132,22.0,Female,Islamabad,Premium,3235.0,60,50,4,High,2026-05-26,3.0,8,Yearly,194100,34,No
CUST0133,29.0,Male,Islamabad,Standard,2012.0,35,40,5,Low,2026-04-18,4.0,28,Yearly,70420,72,No
CUST0134,28.0,Male,Faisalabad,Premium,4252.0,41,14,2,High,2026-06-24,5.0,4,Quarterly,174332,5,No
CUST0135,36.0,Female,Rawalpindi,Basic,577.0,59,26,3,High,2026-05-18,1.0,12,Yearly,34043,42,No
CUST0136,42.0,Male,Karachi,Premium,5343.0,18,72,6,Medium,2026-05-22,3.0,28,Yearly,96174,38,No
CUST0137,50.0,Male,Lahore,Standard,2074.0,23,15,0,High,2026-04-24,1.0,16,Quarterly,47702,66,Yes
CUST0138,31.0,Female,Karachi,Premium,5151.0,53,51,6,High,2026-06-23,3.0,5,Quarterly,273003,6,No
CUST0139,20.0,Male,Peshawar,Standard,2702.0,7,72,9,Low,2026-05-31,4.0,14,Quarterly,18914,29,No
CUST0140,50.0,Female,Quetta,Premium,3477.0,52,27,3,Low,2026-05-03,5.0,5,Quarterly,180804,57,No
CUST0141,50.0,Male,Faisalabad,Premium,3950.0,37,33,3,High,2026-06-24,2.0,9,Quarterly,146150,5,No
CUST0142,27.0,Female,Peshawar,Premium,4141.0,33,38,3,High,2026-05-08,5.0,23,Quarterly,136653,52,No
CUST0143,32.0,Female,Rawalpindi,Basic,1147.0,29,5,3,Medium,2026-06-27,4.0,12,Quarterly,33263,2,No
CUST0144,44.0,Male,Quetta,Premium,5674.0,31,36,3,High,2026-06-02,2.0,10,Yearly,175894,27,No
CUST0145,22.0,Female,Multan,Basic,510.0,20,74,7,Medium,2026-06-17,2.0,13,Quarterly,10200,12,Yes
CUST0146,43.0,Male,Quetta,Basic,1115.0,13,62,1,Medium,2026-04-30,1.0,0,Quarterly,14495,60,Yes
CUST0147,60.0,Female,Faisalabad,Premium,3355.0,12,68,4,High,2026-05-29,5.0,7,Quarterly,40260,31,No
CUST0148,26.0,Male,Rawalpindi,Basic,550.0,54,29,7,Low,2026-06-18,1.0,21,Yearly,29700,11,Yes
CUST0149,40.0,Female,Quetta,Premium,5861.0,1,21,9,Low,2026-04-03,4.0,21,Yearly,5861,87,Yes
CUST0150,18.0,Female,Quetta,Standard,2066.0,54,40,4,Low,2026-06-20,1.0,20,Monthly,111564,9,Yes
CUST0151,27.0,Female,Rawalpindi,Standard,1812.0,52,26,8,High,2026-06-04,3.0,30,Monthly,94224,25,No
CUST0152,43.0,Female,Multan,Standard,1885.0,11,7,1,High,2026-06-12,3.0,1,Yearly,20735,17,No
CUST0153,60.0,Female,Peshawar,Premium,3875.0,59,51,5,High,2026-05-08,1.0,6,Quarterly,228625,52,No
CUST0154,23.0,Female,Quetta,Standard,2684.0,53,49,10,Medium,2026-04-05,2.0,27,Quarterly,142252,85,Yes
CUST0155,24.0,Male,Karachi,Premium,4107.0,17,49,3,Low,2026-04-29,4.0,30,Quarterly,69819,61,No
CUST0156,57.0,Male,Islamabad,Basic,826.0,49,1,6,Low,2026-05-04,3.0,26,Yearly,40474,56,Yes
CUST0157,36.0,Female,Faisalabad,Premium,5717.0,32,29,0,High,2026-05-30,5.0,28,Yearly,182944,30,No
CUST0158,33.0,Female,Karachi,Basic,518.0,40,18,0,Medium,2026-04-24,3.0,14,Monthly,20720,66,No
CUST0159,45.0,Female,Islamabad,Standard,1613.0,49,38,2,Low,2026-06-21,4.0,0,Yearly,79037,8,No
CUST0160,46.0,Male,Faisalabad,Basic,1370.0,55,3,9,Low,2026-05-26,2.0,18,Yearly,75350,34,Yes
CUST0161,50.0,Female,Islamabad,Premium,3054.0,23,32,1,Medium,2026-04-25,5.0,7,Monthly,70242,65,No
CUST0162,20.0,Male,Faisalabad,Standard,1942.0,24,72,5,Medium,2026-04-23,1.0,14,Quarterly,46608,67,Yes
CUST0163,50.0,Female,Islamabad,Basic,763.0,28,34,2,Medium,2026-04-22,3.0,15,Quarterly,21364,68,No
CUST0164,54.0,Male,Karachi,Standard,1968.0,54,14,6,Medium,2026-04-16,2.0,6,Monthly,106272,74,Yes
CUST0165,24.0,Male,Islamabad,Basic,650.0,33,19,2,High,2026-04-30,4.0,28,Quarterly,21450,60,No
CUST0166,35.0,Male,Rawalpindi,Basic,1396.0,2,47,4,High,2026-06-27,4.0,10,Quarterly,2792,2,No
CUST0167,20.0,Male,Peshawar,Standard,2642.0,23,12,3,Medium,2026-05-22,5.0,4,Quarterly,60766,38,No
CUST0168,47.0,Female,Faisalabad,Premium,4076.0,9,44,2,High,2026-04-04,4.0,25,Monthly,36684,86,No
CUST0169,61.0,Male,Rawalpindi,Premium,3592.0,24,74,7,Low,2026-04-03,3.0,13,Quarterly,86208,87,Yes
CUST0170,,Male,Islamabad,Basic,1381.0,17,14,8,Low,2026-06-04,2.0,12,Yearly,23477,25,Yes
CUST0171,56.0,Male,Islamabad,Basic,1257.0,9,22,10,Medium,2026-05-02,4.0,25,Quarterly,11313,58,Yes
CUST0172,46.0,Female,Faisalabad,Basic,1109.0,45,37,10,Low,2026-05-18,2.0,20,Quarterly,49905,42,Yes
CUST0173,53.0,Female,Quetta,Basic,1433.0,41,34,0,High,2026-04-14,5.0,24,Monthly,58753,76,No
CUST0174,40.0,Female,Rawalpindi,Standard,1841.0,53,27,8,Low,2026-06-17,3.0,7,Yearly,97573,12,No
CUST0175,62.0,Male,Islamabad,Standard,2320.0,57,71,9,Low,2026-06-03,5.0,16,Monthly,132240,26,Yes
CUST0176,,Male,Islamabad,Standard,2201.0,28,46,1,High,2026-04-25,,21,Yearly,61628,65,No
CUST0177,53.0,Female,Quetta,Basic,1293.0,51,29,4,Medium,2026-06-18,3.0,7,Yearly,65943,11,No
CUST0178,53.0,Female,Peshawar,Standard,1686.0,49,39,7,High,2026-05-05,,21,Yearly,82614,55,No
CUST0179,64.0,Female,Quetta,Basic,1257.0,24,22,4,High,2026-05-24,1.0,25,Monthly,30168,36,Yes
CUST0180,64.0,Female,Multan,Premium,4762.0,20,62,10,Medium,2026-04-17,5.0,10,Monthly,95240,73,No
CUST0181,43.0,Male,Rawalpindi,Premium,4524.0,2,73,8,High,2026-04-01,1.0,0,Yearly,9048,89,Yes
CUST0182,60.0,Male,Faisalabad,Premium,5089.0,40,25,6,Low,2026-05-16,3.0,2,Monthly,203560,44,No
CUST0183,47.0,Female,Quetta,Standard,2365.0,38,12,2,Low,2026-05-01,5.0,11,Yearly,89870,59,No
CUST0184,,Female,Quetta,Basic,1068.0,10,55,0,Medium,2026-04-10,4.0,29,Quarterly,10680,80,No
CUST0185,41.0,Female,Multan,Standard,2160.0,19,80,5,High,2026-04-01,1.0,17,Monthly,41040,89,Yes
CUST0186,,Male,Multan,Standard,1988.0,15,26,9,High,2026-06-03,1.0,22,Quarterly,29820,26,Yes
CUST0187,38.0,Female,Peshawar,Premium,3249.0,22,7,4,Low,2026-05-12,1.0,18,Quarterly,71478,48,Yes
CUST0188,25.0,Male,Multan,Standard,2326.0,50,39,2,Medium,2026-06-12,2.0,26,Monthly,116300,17,Yes
CUST0189,31.0,Female,Lahore,Premium,5667.0,31,60,1,High,2026-05-17,3.0,4,Quarterly,175677,43,No
CUST0190,57.0,Female,Lahore,Basic,682.0,26,39,7,High,2026-04-04,1.0,3,Quarterly,17732,86,Yes
CUST0191,42.0,Female,Quetta,Basic,1221.0,13,33,9,Low,2026-04-24,4.0,29,Quarterly,15873,66,Yes
CUST0192,52.0,Male,Faisalabad,Standard,,42,30,10,High,2026-06-11,5.0,12,Quarterly,85890,18,No
CUST0193,49.0,Male,Lahore,Premium,4914.0,32,39,3,High,2026-04-28,5.0,29,Monthly,157248,62,No
CUST0194,61.0,Male,Faisalabad,Premium,3271.0,57,56,8,Low,2026-06-04,2.0,29,Yearly,186447,25,Yes
CUST0195,56.0,Female,Karachi,Basic,888.0,20,65,0,Low,2026-06-15,3.0,12,Quarterly,17760,14,No
CUST0196,47.0,Male,Islamabad,Standard,1823.0,50,18,4,High,2026-04-25,1.0,15,Quarterly,91150,65,No
CUST0197,63.0,Female,Peshawar,Standard,2084.0,15,15,0,Medium,2026-04-22,1.0,23,Monthly,31260,68,Yes
CUST0198,29.0,Female,Islamabad,Standard,1560.0,59,43,5,Low,2026-04-13,3.0,29,Yearly,92040,77,No
CUST0199,51.0,Male,Karachi,Standard,2063.0,25,4,10,Medium,2026-04-27,4.0,28,Quarterly,51575,63,Yes
CUST0200,62.0,Female,Lahore,Standard,2853.0,46,57,9,High,2026-06-26,1.0,16,Quarterly,131238,3,Yes
CUST0201,23.0,Female,Islamabad,Standard,1553.0,5,47,6,High,2026-06-09,1.0,8,Quarterly,7765,20,Yes
CUST0202,59.0,Female,Multan,Premium,5737.0,35,62,0,High,2026-06-16,3.0,2,Quarterly,200795,13,No
CUST0203,64.0,Female,Multan,Basic,828.0,25,68,4,High,2026-05-04,2.0,10,Monthly,20700,56,Yes
CUST0204,20.0,Female,Rawalpindi,Standard,2487.0,59,29,8,Low,2026-04-14,3.0,24,Quarterly,146733,76,Yes
CUST0205,59.0,Female,Peshawar,Standard,2986.0,9,40,8,High,2026-05-01,5.0,10,Yearly,26874,59,No
CUST0206,51.0,Male,Quetta,Basic,623.0,24,79,5,Low,2026-05-12,3.0,4,Yearly,14952,48,No
CUST0207,43.0,Female,Karachi,Standard,1953.0,18,37,4,Low,2026-05-20,5.0,16,Yearly,35154,40,No
CUST0208,62.0,Female,Lahore,Premium,3317.0,32,58,2,Low,2026-04-13,2.0,7,Quarterly,106144,77,Yes
CUST0209,62.0,Male,Karachi,Standard,2785.0,33,19,7,Medium,2026-05-01,4.0,0,Quarterly,91905,59,No
CUST0210,65.0,Female,Karachi,Standard,2280.0,41,45,8,High,2026-04-27,,9,Yearly,93480,63,No
CUST0211,44.0,Female,Multan,Premium,3699.0,38,7,4,High,2026-05-02,3.0,12,Quarterly,140562,58,No
CUST0212,48.0,Male,Karachi,Basic,925.0,23,10,10,High,2026-05-21,5.0,29,Yearly,21275,39,No
CUST0213,48.0,Female,Rawalpindi,Premium,5403.0,18,2,6,Low,2026-05-14,2.0,12,Quarterly,97254,46,Yes
CUST0214,44.0,Male,Karachi,Standard,2756.0,49,17,7,Low,2026-04-26,2.0,27,Yearly,135044,64,Yes
CUST0215,41.0,Female,Lahore,Basic,1174.0,45,70,2,Medium,2026-04-27,2.0,8,Monthly,52830,63,Yes
CUST0216,45.0,Female,Multan,Standard,1834.0,60,37,5,Medium,2026-04-22,4.0,19,Monthly,110040,68,Yes
CUST0217,44.0,Male,Peshawar,Premium,5571.0,17,22,0,High,2026-04-25,2.0,21,Monthly,94707,65,Yes
CUST0218,39.0,Male,Islamabad,Basic,619.0,26,50,3,High,2026-05-08,3.0,2,Quarterly,16094,52,No
